[100, 0, 300, 500, (0.0, 0.0), 9.926741464000528, 0.0]
[200, 0, 300, 500, (0.0, 0.0), 9.854112744001055, 0.0]
[300, 0, 300, 500, (0.0, 0.0), 9.775864780001623, 0.0]
[400, 0, 300, 500, (0.0, 0.0), 9.699797532002174, 0.0]
[500, 0, 300, 500, (0.0, 0.0), 9.625314640002715, 0.0]
[600, 0, 300, 500, (0.0, 0.0), 9.54862594000327, 0.0]
[700, 0, 300, 500, (0.0, 0.0), 9.472447056003821, 0.0]
[800, 0, 300, 500, (0.0, 0.0), 9.395591812004378, 0.0]
[900, 0, 300, 500, (0.0, 0.0), 9.321507100004917, 0.0]
[1000, 0, 300, 500, (0.0, 0.0), 9.244666764005471, 0.0]
[1100, 0, 300, 500, (0.0, 0.0), 9.169602420006015, 0.0]
[100, 0, 300, 500, (0.0, 0.0), 9.927419644000528, 0.0]
[200, 0, 300, 500, (0.0, 0.0), 9.849481496001092, 0.0]
[300, 0, 300, 500, (0.0, 0.0), 9.771511712001656, 0.0]
[400, 0, 300, 500, (0.0, 0.0), 9.693940108002218, 0.0]
[500, 0, 300, 500, (0.0, 0.0), 9.622982288002731, 0.0]
[600, 0, 300, 500, (0.0, 0.0), 9.547559764003278, 0.0]
[700, 0, 300, 500, (0.0, 0.0), 9.469661616003842, 0.0]
[800, 0, 300, 500, (0.0, 0.0), 9.396491444004372, 0.0]
[900, 0, 300, 500, (0.0, 0.0), 9.320089288004924, 0.0]
[1000, 0, 300, 500, (0.0, 0.0), 9.245239852005467, 0.0]
[1100, 0, 300, 500, (0.0, 0.0), 9.171368228006, 0.0]
[1200, 0, 300, 500, (0.0, 0.0), 9.09794314800653, 0.0]
[1300, 0, 300, 500, (0.0, 0.0), 9.025409336007055, 0.0]
[1400, 0, 300, 500, (0.0, 0.0), 8.953345340007576, 0.0]
[1500, 0, 300, 500, (0.0, 0.0), 8.880430076008105, 0.0]
[1600, 0, 300, 500, (0.0, 0.0), 8.806090456008645, 0.0]
[1700, 0, 300, 500, (0.0, 0.0), 8.73080284000919, 0.0]
[1800, 0, 300, 500, (0.0, 0.0), 8.654280684009741, 0.0]
[1900, 0, 300, 500, (0.0, 0.0), 8.580545788010276, 0.0]
[2000, 0, 300, 500, (0.0, 0.0), 8.509493060010792, 0.0]
[2100, 0, 300, 500, (0.0, 0.0), 8.43483344001133, 0.0]
[2200, 0, 300, 500, (0.0, 0.0), 8.357913104011883, 0.0]
[2300, 0, 300, 500, (0.0, 0.0), 8.279140416012456, 0.0]
[2400, 0, 300, 500, (0.0, 0.0), 8.20249171601301, 0.0]
[2500, 0, 300, 500, (0.0, 0.0), 8.126201196013563, 0.0]
[2600, 0, 300, 500, (0.0, 0.0), 8.050022312014114, 0.0]
[2700, 0, 300, 500, (0.0, 0.0), 7.973540156014336, 0.0]
[2800, 0, 300, 500, (0.0, 0.0), 7.895100556013927, 0.0]
[2900, 0, 300, 500, (0.0, 0.0), 7.820371120013537, 0.0]
[3000, 0, 300, 500, (0.0, 0.0), 7.74437550801314, 0.0]
[3100, 0, 300, 500, (0.0, 0.0), 7.672111512012762, 0.0]
[3200, 0, 300, 500, (0.0, 0.0), 7.594809724012358, 0.0]
[3300, 0, 300, 500, (0.0, 0.0), 7.5179061160119565, 0.0]
[3400, 0, 300, 500, (0.0, 0.0), 7.442411956011562, 0.0]
[3500, 0, 300, 500, (0.0, 0.0), 7.368548696011176, 0.0]
[3600, 0, 300, 500, (0.0, 0.0), 7.298848688010812, 0.0]
[3700, 0, 300, 500, (0.0, 0.0), 7.225750152010431, 0.0]
[3800, 0, 300, 500, (0.0, 0.0), 7.155891964010066, 0.0]
[3900, 0, 300, 500, (0.0, 0.0), 7.080604348009673, 0.0]
[4000, 0, 300, 500, (0.0, 0.0), 7.006606180009286, 0.0]
[4100, 0, 300, 500, (0.0, 0.0), 6.929392756008883, 0.0]
[4200, 0, 300, 500, (0.0, 0.0), 6.855124772008495, 0.0]
[4300, 0, 300, 500, (0.0, 0.0), 6.778794252008097, 0.0]
[4400, 0, 300, 500, (0.0, 0.0), 6.707334980007723, 0.0]
[4500, 0, 300, 500, (0.0, 0.0), 6.630033192007319, 0.0]
[4600, 0, 300, 500, (0.0, 0.0), 6.5534328560069195, 0.0]
[4700, 0, 300, 500, (0.0, 0.0), 6.476609248006518, 0.0]
[4800, 0, 300, 500, (0.0, 0.0), 6.403399076006136, 0.0]
[4900, 0, 300, 500, (0.0, 0.0), 6.329360908005749, 0.0]
[5000, 0, 300, 500, (0.0, 0.0), 6.252528936005348, 0.0]
[5100, 0, 300, 500, (0.0, 0.0), 6.1768515040049525, 0.0]
[5200, 0, 300, 500, (0.0, 0.0), 6.10366460400457, 0.0]
[5300, 0, 300, 500, (0.0, 0.0), 6.029938072004185, 0.0]
[5400, 0, 300, 500, (0.0, 0.0), 5.951117020003774, 0.0]
[5500, 0, 300, 500, (0.0, 0.0), 5.874221776003372, 0.0]
[5600, 0, 300, 500, (0.0, 0.0), 5.801243240002991, 0.0]
[5700, 0, 300, 500, (0.0, 0.0), 5.723774908002587, 0.0]
[5800, 0, 300, 500, (0.0, 0.0), 5.646449848002183, 0.0]
[5900, 0, 300, 500, (0.0, 0.0), 5.56930806000178, 0.0]
[6000, 0, 300, 500, (0.0, 0.0), 5.490510280001368, 0.0]
[6100, 0, 300, 500, (0.0, 0.0), 5.4141248520009695, 0.0]
[6200, 0, 300, 500, (0.0, 0.0), 5.33952196000058, 0.0]
[6300, 0, 300, 500, (0.0, 0.0), 5.264617616000189, 0.0]
[6400, 0, 300, 500, (0.0, 0.0), 5.189576543999797, 0.0]
[6500, 0, 300, 500, (0.0, 0.0), 5.115045287999408, 0.0]
[6600, 0, 300, 500, (0.0, 0.0), 5.0334769759989815, 0.0]
[6700, 0, 300, 500, (0.0, 0.0), 4.955555555998575, 0.0]
[6800, 0, 300, 500, (0.0, 0.0), 4.879345035998177, 0.0]
