[500, (0.0, 0.0), (500, 500), 712]
[436.7252643256365, (500, 500), (500, 500), 0.0]
[436.7252643256365, (500, 500), (500, 388), 22295]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
[500, (0.0, 0.0), (500, 388), 0.0]
