[500, 0, 300, 500, (0.0, 0.0), 8.881912980008101, 0.0]
[1000, 0, 300, 500, (0.0, 0.0), 7.752654384013207, 0.0]
[1500, 0, 300, 500, (0.0, 0.0), 6.640562600007398, 0.0]
[2000, 0, 300, 500, (0.0, 0.0), 5.527193372001583, 0.0]
[2500, 0, 300, 500, (0.0, 0.0), 4.413599051995766, 0.0]
[3000, 0, 300, 481.4553389421841, (555, 518), 3.594526077162009, 0.00014996246143790778]
[3500, 0, 300, 439.5187473978667, (555, 518), 3.602203368162052, 0.00014935192862745018]
[4000, 0, 300, 404.26678264881673, (555, 518), 3.606668307162102, 0.00014930964026143716]
[4500, 0, 300, 375.092350408162, (555, 518), 3.6153419581621433, 0.00015373179816993387]
[5000, 0, 300, 348.89760069728584, (555, 363), 3.4961135589255594, 0.0001475473113725483]
[5500, 0, 300, 324.26432159359814, (555, 527), 3.3145375792276144, 0.00014720663450980322]
[6000, 0, 300, 302.59500397652687, (555, 382), 2.9818839672119317, 0.0001518227916339862]
[6500, 0, 300, 279.89936408856664, (555, 366), 2.7374152883091885, 0.00015060165542483592]
[7000, 0, 300, 258.885276469141, (555, 508), 2.474910307705398, 0.00015051116026143724]
[7500, 0, 300, 234.29319958198903, (555, 508), 2.616740331516475, 0.00015204197307189463]
[8000, 0, 300, 210.99486361086082, (555, 508), 2.751525671327553, 0.00015138305071895356]
[8500, 0, 300, 188.01818829591357, (555, 508), 2.8871251831386346, 0.00014989357830065298]
[9000, 0, 300, 165.30727754273335, (555, 508), 3.030678110949707, 0.00014854291111111046]
[9500, 0, 300, 142.5669205953922, (555, 508), 3.1601252907607944, 0.0001529927048366006]
[10000, 0, 300, 120.0470619560269, (555, 508), 3.3114912665718617, 0.00014946147816993413]
[10500, 0, 300, 93.17706165896267, (444, 410), 3.5414794130744363, 0.00015523489437908427]
[11000, 0, 300, 63.0598498056706, (444, 410), 3.6249712876025666, 0.00015424930928104508]
[11500, 0, 300, 39.257613497202364, (444, 410), 3.702832842130715, 0.00014932146745097967]
[500, 0, 300, 500, (0.0, 0.0), 8.885063144008074, 0.0]
[1000, 0, 300, 500, (0.0, 0.0), 7.769736472013279, 0.0]
[1500, 0, 300, 500, (0.0, 0.0), 6.6449640320074055, 0.0]
[2000, 0, 300, 500, (0.0, 0.0), 5.521905396001539, 0.0]
[2500, 0, 300, 500, (0.0, 0.0), 4.396374775995661, 0.0]
[3000, 0, 300, 480.29891269377026, (555, 518), 3.5938184335419936, 0.00015121725856209089]
[3500, 0, 300, 441.4887801147813, (555, 513), 3.464379142934674, 0.00014896318823529335]
[4000, 0, 300, 405.3912198493757, (555, 513), 3.5430185242498378, 0.0001542463772549013]
[4500, 0, 300, 374.10821332230915, (555, 513), 3.6143510335650086, 0.0001524180943790842]
[5000, 0, 300, 347.6455354515651, (555, 513), 3.6967303948801695, 0.00015465803607843062]
[5500, 0, 300, 322.2741573219961, (555, 513), 3.7635982001953443, 0.00015367872052287512]
[6000, 0, 300, 295.16373638906464, (444, 507), 3.886805634998757, 0.00015270414875816915]
