[100, 0, 300, 500, (0.0, 0.0), 9.786283636001547, 0.0]
[200, 0, 300, 500, (0.0, 0.0), 9.561672056003177, 0.0]
[300, 0, 300, 500, (0.0, 0.0), 9.338253196004795, 0.0]
[400, 0, 300, 500, (0.0, 0.0), 9.110456176006442, 0.0]
[500, 0, 300, 500, (0.0, 0.0), 8.885151508008075, 0.0]
[600, 0, 300, 500, (0.0, 0.0), 8.658175940009722, 0.0]
[700, 0, 300, 500, (0.0, 0.0), 8.428046568011386, 0.0]
[800, 0, 300, 500, (0.0, 0.0), 8.208607688012975, 0.0]
[900, 0, 300, 500, (0.0, 0.0), 7.981990300014395, 0.0]
[1000, 0, 300, 500, (0.0, 0.0), 7.757783444013224, 0.0]
[1100, 0, 300, 500, (0.0, 0.0), 7.52908024801203, 0.0]
[1200, 0, 300, 500, (0.0, 0.0), 7.30306758401085, 0.0]
[1300, 0, 300, 500, (0.0, 0.0), 7.07339966400965, 0.0]
[1400, 0, 300, 500, (0.0, 0.0), 6.848229904008474, 0.0]
[1500, 0, 300, 500, (0.0, 0.0), 6.622248876007294, 0.0]
[1600, 0, 300, 500, (0.0, 0.0), 6.397803840006122, 0.0]
[1700, 0, 300, 500, (0.0, 0.0), 6.166846472004916, 0.0]
[1800, 0, 300, 500, (0.0, 0.0), 5.93988581200373, 0.0]
[1900, 0, 300, 500, (0.0, 0.0), 5.7216247440025905, 0.0]
[2000, 0, 300, 500, (0.0, 0.0), 5.4951720800014074, 0.0]
[2100, 0, 300, 500, (0.0, 0.0), 5.275771380000261, 0.0]
[2200, 0, 300, 500, (0.0, 0.0), 5.044847467999055, 0.0]
[2300, 0, 300, 500, (0.0, 0.0), 4.817766807997869, 0.0]
[2400, 0, 300, 500, (0.0, 0.0), 4.595167579996707, 0.0]
[2500, 0, 300, 500, (0.0, 0.0), 4.373396347995548, 0.0]
[2600, 0, 300, 500, (0.0, 0.0), 4.151395299994389, 0.0]
[2700, 0, 300, 500, (0.0, 0.0), 3.9245695479936704, 0.00015018014361203156]
[2800, 0, 300, 500, (0.0, 0.0), 3.701588867993882, 0.00015237793490196003]
[2900, 0, 300, 500, (0.0, 0.0), 3.4780034639940944, 0.00015036667607843066]
[3000, 0, 300, 500, (0.0, 0.0), 3.2542896959943075, 0.00014984639764705816]
[3100, 0, 300, 500, (0.0, 0.0), 3.026852675994523, 0.00015190460915032603]
[3200, 0, 300, 500, (0.0, 0.0), 2.796661851994741, 0.00015017936627450903]
[3300, 0, 300, 500, (0.0, 0.0), 2.5755186159949517, 0.00015069465464052226]
[3400, 0, 300, 500, (0.0, 0.0), 2.3422539879951736, 0.00015253611398692755]
[3500, 0, 300, 500, (0.0, 0.0), 2.1149835119953893, 0.00015350417281045683]
[3600, 0, 300, 500, (0.0, 0.0), 1.893172279995603, 0.00014942922457516288]
[3700, 0, 300, 500, (0.0, 0.0), 1.6691003319958224, 0.0001509714209150322]
[3800, 0, 300, 500, (0.0, 0.0), 1.4466145599960412, 0.0001497624219607839]
[3900, 0, 300, 500, (0.0, 0.0), 1.2203153519962633, 0.00015241679633986872]
[4000, 0, 300, 500, (0.0, 0.0), 0.989096531996473, 0.00015395575006535883]
[4100, 0, 300, 500, (0.0, 0.0), 0.762485687996342, 0.00015165527843137203]
[4200, 0, 300, 500, (0.0, 0.0), 0.5379206519962122, 0.00015564640052287534]
[4300, 0, 300, 500, (0.0, 0.0), 0.3150683359962261, 0.00015079610771241779]
[4400, 0, 300, 500, (0.0, 0.0), 0.09097311599621477, 0.00015405488392156822]
[4430, 1, 300, 500, (0.0, 0.0), 2.543499875999579, 0.00015416112026143752]
