time,mc energy,min energy
1,500,9.997636012000017
51,500,9.884336592000842
101,500,9.774872060001636
151,500,9.660098100002466
201,500,9.548636124003275
251,500,9.437618872004078
301,500,9.321698736004917
351,500,9.207864408005742
401,500,9.094403168006561
451,500,8.98150847200738
501,500,8.868183960008203
551,500,8.757326708009007
601,500,8.643960376009824
651,500,8.532020220010635
701,500,8.424234952011416
751,500,8.312971156012221
801,500,8.20384807601301
851,500,8.092615916013814
901,500,7.98078557601438
951,500,7.868145788013792
1001,500,7.759054344013222
1051,500,7.646406192012634
1101,500,7.533886404012047
1151,500,7.425528048011481
1201,500,7.313722800010897
1251,500,7.198162664010294
1301,500,7.087511956009716
1351,500,6.976479796009136
1401,500,6.8666170840085625
1451,500,6.755926376007984
1501,500,6.646740024007414
1551,500,6.538175124006847
1601,500,6.426154968006262
1651,500,6.313131908005672
1701,500,6.200627028005084
1751,500,6.087850512004495
1801,500,5.9745725440039035
1851,500,5.866922184003341
1901,500,5.754408940002754
1951,500,5.6437182320021755
2001,500,5.532724252001596
2051,500,5.418405200000999
2101,500,5.30754794800042
2151,500,5.196650695999841
2201,500,5.081200375999238
2251,500,4.972850383998672
2301,500,4.856883703998067
2351,500,4.744353731997479
2401,500,4.634451019996905
2451,500,4.523482131996325
2501,500,4.408923079995727
2551,500,4.291610223995114
2601,500,4.180664607994535
2651,500,4.069185903993953
2701,499.82000000000016,3.955026851993634
2751,499.3200000000006,3.845459047993738
2801,498.8200000000011,3.7363843319938415
2851,498.3200000000015,3.6252554439939475
2901,493.09522657434155,3.6067194274759693
2951,486.96381422631197,3.6047626613759762
3001,481.10086277783677,3.6075655072759787
3051,475.4286721712211,3.608162545175984
3101,470.96656973820467,3.6049796030759924
3151,466.6517364558682,3.603699196975999
3201,462.58597021195015,3.607544946876
3251,458.5991194054669,3.6105227007760026
3301,454.66338527708245,3.60885902267601
3351,450.7784810266759,3.612146592576013
3401,446.9088182922462,3.6129669024760176
3451,443.0939694893343,3.6161428363760204
3501,439.3227762145563,3.6166049662760256
3551,435.5915720471365,3.6205056241760274
3601,431.8788667532925,3.6207212100760326
3651,428.2045361424354,3.617681539976041
3701,424.56673923995095,3.6224651018760423
3751,421.06368573372833,3.625362855776045
3801,417.5979141729744,3.623342817676052
3851,414.16572849404895,3.6247529435760555
3901,410.7533360543416,3.623272537476063
3951,407.378824660589,3.6246110273760666
4001,404.08336226796933,3.6254313372760714
4051,400.8861273992649,3.6262051031760754
4101,397.72905849192637,3.6225839810760845
4151,394.65277341170787,3.6239391989760876
4201,391.61149361808606,3.625389324876091
4251,388.5844845935213,3.626171454776095
4301,385.6722300914341,3.6186121726761065
4351,382.9706661244267,3.619162666576111
4401,380.26283329970204,3.6190135284761156
4451,377.57610600886306,3.61914257037612
4501,374.8778651130135,3.6196028802761266
4551,372.1810244718547,3.62206245417613
4601,369.5294211497105,3.621045320076136
4651,366.91711017707894,3.623275077976139
4701,364.3192812865295,3.624333567876144
4751,361.72191932784193,3.625520421776148
4801,359.7183964832016,3.5753667951517882
4851,356.0790595715037,3.599201300080962
4901,352.52053302921286,3.6182194650101414
4951,349.0054473197551,3.6336474659393243
5001,345.49773953318703,3.6555794348685002
5051,342.02347021089696,3.677979399797677
5101,338.884218328973,3.7010408167268523
5151,335.86916882488447,3.724540413656027
5201,332.8904485855944,3.7464407465852028
5251,329.9111479590148,3.7686276235143783
5301,326.9402967966909,3.787550880443557
5351,323.9841837941591,3.8032421533727394
5401,321.0398093412181,3.8231134063019168
5451,318.1321689879947,3.8455951912310917
5501,315.2284390203078,3.867860248160268
5551,312.454632938435,3.887030049089447
5601,309.75767799410045,3.907840934018623
5651,307.0375351508484,3.926104558947802
5701,304.344314980425,3.9458390838769803
5751,301.7055971248243,3.9672761448061578
5801,299.0315048322668,3.9838186857353395
5851,296.39518617218783,4.002550306664418
5901,293.7394927892146,4.022636467592876
5951,292.6522694202797,3.957316755668438
6001,289.7973810139132,3.9428414019767173
6051,287.2805868321862,3.9466042285341727
6101,284.8532003861544,3.949928875091629
6151,282.434758542215,3.9530237056490845
6201,280.04564924467854,3.960829784206536
6251,277.66908529236025,3.9657387867639904
6301,275.27614532210447,3.967790713321447
6351,272.8826126266236,3.9655677518789085
6401,270.52074824779953,3.972379290436361
6451,268.14533857320157,3.9747177609938174
6501,266.4726868052566,3.929793937459484
6551,263.73268317968564,3.8902236081560244
6601,261.2194804901228,3.862998549818832
6651,258.70124861057786,3.8360516714816395
6701,256.2020195311525,3.8095997011444456
6751,253.69726699132957,3.7790077508072564
6801,251.18099647088354,3.7483441644700672
6851,248.6823137956856,3.720004566132876
6901,246.18013492450265,3.693002779795683
6951,243.7150082696616,3.666304265458489
7001,241.28614818125607,3.6391192071212966
7051,238.84299775237844,3.609675252784105
7101,236.40871964364533,3.5810658384469134
7151,233.96025056336234,3.5541673241097205
7201,231.52334729655107,3.52406191777253
7251,229.0991243891377,3.494354691435339
7301,226.67209881820907,3.467742721098146
7351,224.23783313664862,3.442818378760951
7401,221.7891950358281,3.4171544044237563
7451,219.34901417398837,3.389164622086565
7501,216.94215947810477,3.365308275749368
7551,214.51421455220688,3.335719229412178
7601,212.1034025328485,3.3075879950749854
7651,209.65136886735667,3.275754960737797
7701,207.22610582507667,3.247257182400605
7751,204.97368138231377,3.212675093690397
7801,203.53610748731003,3.12501130190751
7851,200.99538969022748,3.102946905048923
7901,199.01075409482428,3.080096662551317
7951,196.51895716898895,3.0479967464809214
8001,193.8783408265958,3.050785932383106
8051,191.4185134829884,3.055287838285288
8101,189.09030656039243,3.0604344681874696
8151,186.7420097765918,3.0663290940896504
8201,184.40337634480898,3.0742211639918295
8251,182.0879995384874,3.079471065894011
8301,179.73737956266012,3.0796264477961977
8351,177.39987922299693,3.0839683536983804
8401,175.10408889578707,3.0907226116005604
8451,172.8223307630457,3.095525969502743
8501,170.5070060935105,3.0985151554049266
8551,168.17741445984078,3.1010261613071113
8601,165.88872480884388,3.104461891209294
8651,163.60336308114637,3.109528521111476
8701,161.33202816600104,3.114515151013658
8751,159.09359990919523,3.115083620915845
8801,156.84294933628425,3.1198004348180266
8851,154.60165395254816,3.125749968720208
8901,152.36022774288,3.129662058622391
8951,150.12527298223475,3.1383021245245697
9001,147.84306317806002,3.138958958426756
9051,145.56882256849957,3.142561232328939
9101,143.33444217351789,3.14681005023112
9151,141.08061610191754,3.1519566801333014
9201,139.3068834424127,3.098374003063217
9251,136.81896268637468,3.0853042884297537
9301,134.40649442710472,3.0748367417962883
9351,132.00067368796235,3.0616470271628256
9401,129.6545336456542,3.0496434885293615
9451,127.26657943517685,3.0408384778958952
9501,124.90067453532197,3.0336978232624268
9551,122.5354223717203,3.0216942846289627
9601,120.1581418293032,3.0129227299954953
9651,117.77494113276971,3.007063159362026
9701,115.41797794731988,2.9964839767285607
9751,113.05834089825707,2.988905142095093
9801,110.6788839818635,2.9797437714616257
9851,109.15172168825971,2.913221862619069
9901,106.38373667038702,2.9056850879369676
9951,104.08378150466275,2.9000341212548646
10001,101.84784272608147,2.8896002705727657
10051,100.08678737752325,2.8319604321459826
10101,97.56757913047544,2.8256901324966246
10151,95.17715505673824,2.81639439284727
10201,92.7967598718254,2.807958285197915
10251,90.43013280299785,2.802960705548556
10301,88.0327636000171,2.7949162338991993
10351,85.63737093423525,2.783049962249847
10401,83.28177431300874,2.778307290600488
10451,80.90825434699093,2.768295190951134
10501,78.52835330502417,2.7568187353017817
10551,76.15428285255969,2.750843343652423
10601,73.7873938055379,2.7428221440030667
10651,71.4636875557361,2.733010044353712
10701,69.11075577387724,2.7233644887043575
10751,66.77748279935135,2.7140287490550032
10801,64.44789978677865,2.709087897405644
10851,62.13447099401604,2.706551033756282
10901,59.794383234923636,2.7009170941069236
10951,57.45082633292149,2.694120250457567
11001,55.11406244870331,2.6900855748082075
11051,52.79637141176789,2.68344873115885
11101,50.477030372871596,2.680155507509489
11151,48.10642317732271,2.6719026718601335
11201,45.76801892629422,2.663546564210778
11251,43.428784752520365,2.6525231965614253
11301,41.10468792371651,2.645329992912068
11351,38.795758037086784,2.6406356852627084
11401,36.491669658598624,2.6358213776133494
11451,34.170838917452116,2.63123034196399
11501,31.82202766121995,2.62728403031463
11551,29.497077196020655,2.621013730665272
11601,27.222239597172454,2.615331427015914
11651,25.004260967724306,2.6100777068795424
11701,23.1373962494784,2.545726781255903
11751,20.621882384319676,2.536538964682648
11801,18.331903812149783,2.529205320109392
11851,16.08849889559537,2.5200091395361377
11901,13.885156919208361,2.515700934962878
11951,11.708094790232028,2.512140726389618
12001,9.868565687438732,2.4805507554625015
12051,9.368565687438743,2.364893891462611
12101,8.868565687438753,2.253295187462718
12151,258.6185656874388,2.1428993874628226
12201,499.9100000000001,2.0312225034629283
12251,499.41000000000054,1.9158121834630406
12301,498.910000000001,1.8089265474631455
12351,498.41000000000145,1.6956736714632568
12401,493.9497730856992,1.692518404577966
12451,490.1204328975409,1.7004340369200301
12501,486.83020193046724,1.7031536972621
12551,483.8603334143719,1.711292601604164
12601,480.97348369502066,1.7172591539462305
12651,478.17310467246506,1.723582066288296
12701,475.4550748502357,1.7334384146303576
12751,472.82816035832406,1.7377489749724255
12801,470.2945789340906,1.7487067753144874
12851,467.755012978928,1.7556278676565527
12901,465.22413883337396,1.7575809839986223
12951,462.75105250902743,1.7623129963406896
13001,460.26760968895616,1.767053372682757
13051,457.8255039004021,1.7747308250248217
13101,455.40234011033084,1.7803624693668882
13151,452.9947927794861,1.7910253617089502
13201,450.5865650678124,1.7990693580510146
13251,448.20604373458684,1.8078697143930784
13301,445.8021776173929,1.8159053467351427
13351,443.39645153364677,1.8241791590772065
13401,440.98678637896825,1.8291493514192734
13451,438.6026422471928,1.8290668437613458
13501,436.2108046069753,1.8370708401034102
13551,433.8189899985445,1.845871196445474
13601,431.45976210697205,1.8537002847875386
13651,429.0785097526025,1.8617759171296029
13701,426.6818286250629,1.8693100974716677
13751,424.32432627793924,1.8747668338137344
13801,421.9589499729967,1.8809715661558004
13851,419.6169383579889,1.8874312064978662
13901,417.2756310811377,1.895037022839931
13951,414.9363011272014,1.9033108351819947
14001,412.57899634571294,1.9151348115240552
14051,410.23854213739025,1.9254311598661173
14101,407.91455893838827,1.9343813322081804
14151,405.6124088918702,1.9353250005502516
14201,403.3231265014884,1.9463609808923128
14251,401.01018188554946,1.9459119292343854
14301,398.70342615919475,1.9546955575764489
14351,396.37930578550333,1.9538483259185218
14401,394.09768149470693,1.963150134260585
14451,391.80237065301094,1.9693799586026515
14501,389.53484143124905,1.9757130549447177
14551,387.2614304558559,1.9824908752867831
14601,384.96907149313773,1.9844374476288533
14651,382.69352242808753,1.9890829159709211
14701,380.40372272835583,1.9961956443129865
14751,378.1333384410534,2.0038563686550535
14801,375.8537829967769,2.0103643729971155
14851,373.5472456423907,2.0119276733391835
14901,371.2695647092234,2.0181007696812463
14951,368.97456435123627,2.020422250023312
15001,366.68079006928633,2.027773158365374
15051,364.3824444595041,2.0321153547074386
15101,362.10612734456726,2.037883727049501
15151,359.8611241769286,2.044501547391564
15201,357.6765071686382,2.0522888157336263
15251,355.4595059979106,2.0572041000756904
15301,353.2762964760813,2.063655376417753
15351,351.1054079446399,2.0707364687598147
15401,348.8702067568763,2.0769812011018773
15451,346.6969939510483,2.0839339294439396
15501,344.46521377194637,2.0913732017860007
15551,342.25075497822775,2.0972346621280646
15601,340.0663099137718,2.104522298470126
15651,337.87443460073507,2.1104321228121896
15701,335.6739284524201,2.113111783154255
15751,333.4877687833433,2.1184401554963195
15801,331.2362468496883,2.1254328838383816
15851,329.0228813105516,2.1299416241804465
15901,326.85373755296695,2.132039832522513
15951,324.66633349123344,2.138101292864576
16001,322.48032287483267,2.145308929206638
16051,320.24153476462567,2.1494845815487023
16101,318.0643840663623,2.155076225890766
16151,315.87821930436814,2.160962778232829
16201,313.68667374881267,2.167755506574892
16251,311.49583474990453,2.171421342916957
16301,309.30833897692474,2.1750388152590228
16351,307.1481834214862,2.185000255601082
16401,304.99850650919944,2.19674423194314
16451,302.770620706218,2.2022009682852035
16501,300.5658419250704,2.2028580926272716
16551,298.41696463022816,2.2166478769693274
16601,296.2443954169624,2.221301709311391
16651,294.05788959011335,2.2276431696534527
16701,291.83410637454995,2.2299795579955193
16751,289.6454853455505,2.2376970103375804
16801,287.4852207779779,2.248128266679639
16851,285.2999000706348,2.2531635510217027
16901,283.11916126376417,2.2599980993637643
16951,280.9290443928713,2.2703177197058233
17001,278.72370781418164,2.271126480047891
17051,276.4931380668638,2.277116304389954
17101,274.2769286398734,2.283011220732017
17151,272.1056453190277,2.291078489074078
17201,269.9452831122269,2.2969883134161413
17251,267.78868998610994,2.3055253977582018
17301,265.5769300382754,2.310918862100265
17351,263.4185450461539,2.321095210442324
17401,261.22582462790524,2.329067570784385
17451,259.0200917492749,2.334054491126449
17501,256.84255460206515,2.3389930474685134
17551,254.7030396281174,2.3453577798105756
17601,252.47652333893646,2.3516257841526387
17651,250.32474157529685,2.357982152494701
17701,248.50671088230038,2.351308027575204
17751,246.31761940266728,2.305034924949648
17801,243.8043866880395,2.3010726091019107
17851,241.37861043171583,2.2948179412541756
17901,238.9934296667244,2.2918752574064367
17951,236.64074929985904,2.2910332895586962
18001,234.28572322968074,2.287858969710958
18051,231.92115690680882,2.285409373863219
18101,229.61210419258435,2.2819652380154807
18151,227.4261246932108,2.283925438167737
18201,225.23115897715581,2.2826787463199962
18251,223.03879780372054,2.2796960624722575
18301,220.83842695407373,2.2749690226245214
18351,218.6476205754232,2.2692641707767853
18401,216.46255929848473,2.266104758929048
18451,214.28602838539618,2.26236571508131
18501,212.12745650380967,2.258500127233572
18551,209.89637132608775,2.2543629033858346
18601,207.70511355230664,2.2485947795380983
18651,205.4925186776645,2.24584191169036
18701,203.3091036686993,2.2403985118426246
18751,201.1013356966568,2.2373358279948863
18801,198.91544298148446,2.234273144147148
18851,196.73897410113656,2.2362649802994046
18901,194.56338411648878,2.234698288451665
18951,192.37119537211768,2.2297796126039295
19001,190.17141789712358,2.226796928756191
19051,187.97822380599482,2.222333160908454
19101,185.78133098976494,2.220090109060715
19151,183.59184890968527,2.2159212492129776
19201,181.41384378135012,2.217203269365236
19251,179.237513657803,2.212223141517499
19301,177.04613245351374,2.2077110096697625
19351,174.88673637371085,2.2051265058220233
19401,172.6727831179502,2.201888913974285
19451,170.4671313545014,2.194209890126551
19501,168.2905204882708,2.1891097622788145
19551,166.1374892784468,2.1823220064310798
19601,163.97319419661213,2.1791625945833424
19651,161.78097176740047,2.1769046347356027
19701,160.22338475819765,2.135677386993087
19751,157.58416544615895,2.1198254537683607
19801,155.21816173624245,2.119985106922063
19851,152.8397407799616,2.1155749640757704
19901,150.491081224471,2.110696825229477
19951,148.14789313801913,2.107887766383182
20001,145.77788110791613,2.1075943315368844
20051,143.4579216056738,2.113318320690581
20101,141.12335500090177,2.1097361738442872
20151,138.8344376955514,2.108359834997991
20201,136.5410723975032,2.102390428151699
20251,134.25349323798235,2.1009908173054024
20301,131.98078523402165,2.1009373824591036
20351,129.71448511810178,2.0979617796128083
20401,127.44461910421101,2.094857812766514
20451,125.14406607263851,2.0969032739202147
20501,122.86278800768045,2.094382579073918
20551,120.60024435611268,2.099198572227616
20601,118.36920306050169,2.100576037381317
20651,116.13343112710076,2.1002742385350195
20701,113.8910332729196,2.099894259688721
20751,111.66636066470029,2.0988761008424244
20801,109.46793423009471,2.0957488619961295
20851,107.2402939430319,2.089383095149837
20901,105.0424251811604,2.086407492303542
20951,102.84295918576082,2.083591889457246
21001,100.66523365446066,2.0866820746109442
21051,98.48793872986317,2.0831650197646496
21101,96.30972552168798,2.080501052918353
21151,94.15090023269948,2.0822199700720545
21201,91.95394330651281,2.082164715225757
21251,89.79725298660071,2.0752807683794656
21301,87.57577149902588,2.0737146135331685
21351,85.43638850818417,2.076771342686868
21401,83.25980250072742,2.079191711840568
21451,81.10034677501368,2.0775371929942716
21501,78.88680133113701,2.070564882147981
21551,76.70629666006808,2.0737332473016803
21601,74.48730382217188,2.0720870924553836
21651,72.30046062219591,2.066220957609092
21701,70.13521909184584,2.0630853547627974
21751,67.94857804126941,2.061224291916501
21801,65.73872189870673,2.059561409070205
21851,63.553768944375754,2.0580101622239084
21901,61.38150260471129,2.0542931073776147
21951,59.210114446046035,2.051922228531319
22001,57.0529769610625,2.0530298776850198
22051,54.84256441686628,2.0508422708387237
22101,52.693845842498376,2.0555549919924214
22151,50.48830232742276,2.0548484691461235
22201,48.32229060428714,2.055303030299825
22251,46.12344041404282,2.050846343453532
22301,43.95815123583253,2.0489052806072356
22351,41.78063733875245,2.0484285737609382
22401,39.64072626815379,2.0455078789146435
22451,37.47169804101757,2.0436617240683477
22501,35.35267212752106,2.04392464922205
22551,33.25577644158684,2.0380824493126837
22601,31.309865923228966,1.9945422085983595
22651,29.386680504242808,1.9534487945820616
22701,26.74972410719208,1.9790783629421975
22751,24.41395458958662,2.0035217553023337
22801,22.155106236698256,2.0268022436624578
22851,19.935453425516823,2.056856516022575
22901,17.740256408683905,2.0828591723826966
22951,15.491891235347666,2.1067294767428195
23001,13.281695885713312,2.13370340110294
23051,11.064520741426627,2.158218429463062
23101,9.71111652125387,2.1153813156431758
23151,9.211116521253881,2.0062982356432797
23201,38.74111652125389,1.8911344596433923
23251,500,1.7802055716435012
23301,499.61000000000035,1.6684654156436112
23351,499.1100000000008,1.5556339916437218
23401,498.61000000000126,1.44567637164383
23451,496.9116223978403,1.3540112616243556
23501,492.3445431108269,1.3579066235265302
23551,488.5999407765485,1.3635547054287038
23601,485.2576547115386,1.3673151593308788
23651,482.25429758593907,1.3732265132330523
23701,479.4997925705972,1.381152039135224
23751,476.92793840501855,1.3843877690373998
23801,474.4849037726028,1.3886747669395747
23851,472.07512965289885,1.3941712128417483
23901,469.6997783002439,1.4010203787439204
23951,467.44113721477487,1.3999303076475043
24001,464.1020492165645,1.5431105703625023
24051,461.10318464645934,1.6850413850775017
24101,458.47649122113114,1.8278783757924997
24151,455.91604908441417,1.971663362507497
24201,453.8661363420198,2.0578138426252175
24251,451.6299493689368,2.0075738477174676
24301,449.3084193409922,1.992223056424051
24351,447.5413932235286,1.9398825442758223
24401,444.87204701234646,1.9585340291499933
24451,442.3926955404006,1.972505902024169
24501,440.0464608589863,1.994652642898337
24551,437.6822240575364,2.0135906717725063
24601,435.3168352743165,2.029791624646676
