[500, 0, 300, 500, (0.0, 0.0), 8.492730236010912, 0.0]
[1000, 0, 300, 500, (0.0, 0.0), 7.011006528009316, 0.0]
[1500, 0, 300, 500, (0.0, 0.0), 5.514041080001499, 0.0]
[2000, 0, 300, 500, (0.0, 0.0), 4.015167635993671, 0.0]
[2500, 0, 300, 459.8271662341783, (490, 447), 5.065218736252113, 0.00019903549986927954]
[3000, 0, 300, 419.60029876287, (490, 447), 4.891566678941011, 0.00019903549986927954]
[3500, 0, 300, 384.9092026275508, (490, 447), 4.671614584244702, 0.00019903549986927954]
[4000, 0, 300, 364.39696770807524, (513, 552), 4.767368705634345, 0.00020226536630279024]
[4500, 0, 300, 329.310820216098, (513, 552), 5.560271198141484, 0.00020226536630279024]
[5000, 0, 300, 296.7610241229765, (513, 552), 5.386150443135467, 0.00020226536630279024]
[5500, 0, 300, 264.94603697524315, (513, 552), 5.104662708847508, 0.00020226536630279024]
[6000, 0, 300, 258.1882131369741, (513, 552), 4.506370192156506, 0.00020226536630279024]
[6500, 0, 300, 244.8388461295722, (339, 509), 4.406893535796823, 0.0002033365472806266]
[7000, 0, 300, 210.62127591228148, (339, 509), 3.373152333017676, 0.00020353723346405083]
[7500, 0, 300, 182.13033364573485, (339, 509), 2.347427818242197, 0.00020257011320261293]
[8000, 0, 300, 156.54142943854504, (339, 509), 1.3388857594668064, 0.0002007292141176457]
[8500, 0, 300, 132.243799611356, (339, 509), 0.31857394469008316, 0.00020333922431372414]
[8647, 1, 300, 125.11598863333968, (339, 509), 3.5614065176348477, 0.00020415910222222066]
